RegionName,State,statename,geography,Metro,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
Cleburne County,AR,Arkansas,"Cleburne County, Arkansas",,1334,132500,0.007604563,0.016884114,0.039215686,0.018324287,0.008787563,2018-12,2018-Q4,132500,0,2018-12
Posey County,IN,Indiana,"Posey County, Indiana",Evansville,1335,151800,0.003968254,0.015384615,0.101596517,0.059876303,0.027262367,2018-12,2018-Q4,151800,0,2018-12
Iosco County,MI,Michigan,"Iosco County, Michigan",,1336,77900,0.00516129,0.029062087,0.104964539,0.06187239,0.019848704,2018-12,2018-Q4,77900,0,2018-12
Lyon County,MN,Minnesota,"Lyon County, Minnesota",Marshall,1337,137700,0.005843682,0.032233883,0.112277868,0.046133837,,2018-12,2018-Q4,137700,0,2018-12
White County,TN,Tennessee,"White County, Tennessee",,1338,109300,0.003673095,0.012037037,0.121025641,0.068439907,0.037551916,2018-12,2018-Q4,109300,0,2018-12
Union County,OR,Oregon,"Union County, Oregon",La Grande,1339,190600,0.005274262,0.022532189,0.139952153,0.066561355,0.031925551,2018-12,2018-Q4,190600,0,2018-12
Decatur County,IN,Indiana,"Decatur County, Indiana",Greensburg,1340,136500,0.000733138,0.011111111,0.18902439,0.098850503,,2018-12,2018-Q4,136500,0,2018-12
Gladwin County,MI,Michigan,"Gladwin County, Michigan",,1341,94100,0.00106383,0.019501625,0.039779006,0.068071166,0.020125314,2018-12,2018-Q4,94100,0,2018-12
Fluvanna County,VA,Virginia,"Fluvanna County, Virginia",Charlottesville,1342,211900,0.003789673,0.029140359,0.072368421,0.030436478,0.001666903,2007-04,2007-Q2,236600,-0.104395604,2005-07
Adair County,MO,Missouri,"Adair County, Missouri",Kirksville,1343,117700,0.00856898,0.037918871,0.304878049,0.118950278,-0.010421873,2008-07,2008-Q3,163200,-0.27879902,
Johnson County,AR,Arkansas,"Johnson County, Arkansas",,1344,98700,0.011270492,0.04004215,0.157092614,0.062181807,0.044272203,2018-12,2018-Q4,98700,0,2018-12
Montezuma County,CO,Colorado,"Montezuma County, Colorado",,1345,249300,0.018798529,0.119946092,0.264198783,0.083690451,0.027914912,2018-12,2018-Q4,249300,0,2018-12
Audrain County,MO,Missouri,"Audrain County, Missouri",Mexico,1346,102800,0.002926829,0.011811024,0.068607069,0.066229901,0.026553677,2018-12,2018-Q4,102800,0,2018-12
Seminole County,OK,Oklahoma,"Seminole County, Oklahoma",,1347,51000,0.001964637,0.026156942,0.146067416,0.05950098,0.025105846,2018-12,2018-Q4,51000,0,2018-12
Shelby County,TX,Texas,"Shelby County, Texas",,1348,97400,-0.001025641,-0.006122449,0.036170213,0.055068208,0.031107581,2018-10,2018-Q4,98100,-0.007135576,2018-09
Randolph County,MO,Missouri,"Randolph County, Missouri",Moberly,1349,102200,0.003929273,0.01894317,0.082627119,0.057710265,0.022016501,2018-12,2018-Q4,102200,0,2018-12
Yates County,NY,New York,"Yates County, New York",Rochester,1350,146400,0.004115226,0.019498607,0.041251778,0.045496764,0.026871575,2018-12,2018-Q4,146400,0,2018-12
Prentiss County,MS,Mississippi,"Prentiss County, Mississippi",,1351,90800,0.008888889,0.030646992,0.173126615,0.067176865,,2018-12,2018-Q4,90800,0,2018-12
Tillamook County,OR,Oregon,"Tillamook County, Oregon",,1352,312600,0.007412182,0.055367995,0.066530194,0.06959669,0.015437084,2018-12,2018-Q4,312600,0,2018-12
Hart County,GA,Georgia,"Hart County, Georgia",,1353,158400,0.015384615,0.055296469,0.145336226,0.080008773,0.023310555,2018-12,2018-Q4,158400,0,2018-12
Wasco County,OR,Oregon,"Wasco County, Oregon",The Dalles,1354,250800,0.012106538,0.069509595,0.074550129,0.087612186,0.030065566,2018-12,2018-Q4,250800,0,2018-12
Washington County,MO,Missouri,"Washington County, Missouri",,1355,106700,-0.00093633,0.033914729,0.077777778,0.061958305,,2017-06,2017-Q2,108300,-0.014773777,2017-05
Luna County,NM,New Mexico,"Luna County, New Mexico",Deming,1356,103800,-0.001923077,0.011695906,0.086910995,0.035466788,,2013-07,2013-Q3,105400,-0.015180266,
Washington County,FL,Florida,"Washington County, Florida",,1357,105500,0.004761905,0.012476008,0.07106599,0.073215287,0.002012622,2006-05,2006-Q2,123700,-0.147130154,2005-06
Todd County,MN,Minnesota,"Todd County, Minnesota",,1358,121000,0.006655574,0.022823331,0.14474929,0.072425835,0.034014783,2018-12,2018-Q4,121000,0,2018-12
Gillespie County,TX,Texas,"Gillespie County, Texas",Fredericksburg,1359,308100,0.007191893,0.027685123,0.113480304,0.082059246,0.041633584,2018-12,2018-Q4,308100,0,2018-12
Salem City,VA,Virginia,"Salem City, Virginia",Roanoke,1360,163400,0.006777572,0.050128535,0.07147541,0.029781316,0.006138618,2018-12,2018-Q4,163400,0,2018-12
Jasper County,SC,South Carolina,"Jasper County, South Carolina",Hilton Head Island-Bluffton-Beaufort,1361,137500,0.007326007,0.024590164,0.120619397,0.050458372,0.00671415,2018-12,2018-Q4,137500,0,2018-12
Milam County,TX,Texas,"Milam County, Texas",,1362,89800,0.011261261,0.029816514,0.058962264,0.055643196,0.030030269,2018-12,2018-Q4,89800,0,2018-12
Miller County,MO,Missouri,"Miller County, Missouri",,1363,134700,0,0.008233533,0.092457421,0.047708905,0.020185645,2018-12,2018-Q4,134700,0,2018-12
Manistee County,MI,Michigan,"Manistee County, Michigan",,1364,124600,0.000803213,0.031456954,0.055932203,0.074730696,0.024200311,2018-12,2018-Q4,124600,0,2018-12
Crawford County,MO,Missouri,"Crawford County, Missouri",,1365,138300,0.004357298,0.009489051,0.054919908,0.053250205,0.023158578,2018-12,2018-Q4,138300,0,2018-12
Hickman County,TN,Tennessee,"Hickman County, Tennessee",Nashville-Davidson--Murfreesboro--Franklin,1366,96700,0.014690451,0.053376906,0.153937947,0.087069744,0.043448309,2018-12,2018-Q4,96700,0,2018-12
Grant County,KY,Kentucky,"Grant County, Kentucky",Cincinnati,1367,151900,0.001978892,0.011318242,0.07654146,0.054861913,0.021827616,2018-12,2018-Q4,151900,0,2018-12
White County,IN,Indiana,"White County, Indiana",,1368,117000,0.012110727,0.031746032,0.212435233,0.103818148,0.034308131,2018-12,2018-Q4,117000,0,2018-12
Juniata County,PA,Pennsylvania,"Juniata County, Pennsylvania",,1369,151800,0.004632694,0.022222222,0.069014085,0.040782853,0.015000843,2018-12,2018-Q4,151800,0,2018-12
Taylor County,KY,Kentucky,"Taylor County, Kentucky",Campbellsville,1370,105900,-0.002824859,0.008571429,0.025169409,0.040819386,0.021151735,2018-11,2018-Q4,106200,-0.002824859,2018-10
Waushara County,WI,Wisconsin,"Waushara County, Wisconsin",,1371,140700,0.005,0.018826937,0.094090202,0.046683107,0.017148441,2018-12,2018-Q4,140700,0,2018-12
Lamoille County,VT,Vermont,"Lamoille County, Vermont",,1372,228400,0.00307422,0.016918967,0.041020966,0.025888138,0.004855747,2018-12,2018-Q4,228400,0,2018-12
Roscommon County,MI,Michigan,"Roscommon County, Michigan",,1373,98900,0.006103764,0.041052632,0.05212766,0.076220212,0.029987248,2018-12,2018-Q4,98900,0,2018-12
Fredericksburg City,VA,Virginia,"Fredericksburg City, Virginia",Washington-Arlington-Alexandria,1374,335300,0.003892216,0.017602428,0.061075949,0.020330506,0.00820189,2005-08,2005-Q3,411900,-0.185967468,2005-02
Fayette County,IN,Indiana,"Fayette County, Indiana",Connersville,1375,73900,0.010943912,0.035014006,0.256802721,0.066738897,0.014963678,2006-07,2006-Q3,79000,-0.064556962,2005-07
Stark County,ND,North Dakota,"Stark County, North Dakota",Dickinson,1376,246100,0.010677618,0.067678959,0.024136496,0.029794424,0.053672468,2016-05,2016-Q2,266800,-0.077586207,2015-07
Scott County,IN,Indiana,"Scott County, Indiana",Louisville/Jefferson County,1377,107600,0.005607477,0.033621518,0.215819209,0.062135295,0.021010207,2018-12,2018-Q4,107600,0,2018-12
Otsego County,MI,Michigan,"Otsego County, Michigan",,1378,115600,0.026642984,0.095734597,0.095734597,0.06544037,0.024103725,2005-04,2005-Q2,128500,-0.100389105,2004-09
Sumner County,KS,Kansas,"Sumner County, Kansas",Wichita,1379,79900,0.019132653,0.037662338,0.109722222,0.013821718,0.009349425,2005-03,2005-Q1,82200,-0.027980535,2004-11
Page County,VA,Virginia,"Page County, Virginia",,1380,153500,0.005239031,0.010533246,0.079465541,0.038630165,0.005921255,2007-06,2007-Q2,174800,-0.121853547,2006-07
Fairfield County,SC,South Carolina,"Fairfield County, South Carolina",Columbia,1381,47000,0.004273504,0.019522777,0.046770601,0.009183877,-0.019105498,2004-10,2004-Q4,73100,-0.357045144,2000-07
Panola County,TX,Texas,"Panola County, Texas",,1382,144000,0.002785515,0.029306648,0.111111111,0.062790332,0.037657289,2018-12,2018-Q4,144000,0,2018-12
West Baton Rouge Parish,LA,Louisiana,"West Baton Rouge Parish, Louisiana",Baton Rouge,1383,195900,0.003072197,0.012403101,0.012403101,0.044734512,0.02927361,2018-12,2018-Q4,195900,0,2018-12
Staunton City,VA,Virginia,"Staunton City, Virginia",Staunton-Waynesboro,1384,153900,0.001301236,0.003259452,0.036363636,0.030552514,-0.001033734,2006-10,2006-Q4,161300,-0.045877247,2006-07
Houston County,TX,Texas,"Houston County, Texas",,1385,98500,0.00305499,0.023908524,0.054603854,0.051578001,0.031549097,2018-12,2018-Q4,98500,0,2018-12
Iowa County,WI,Wisconsin,"Iowa County, Wisconsin",Madison,1386,167100,0.006626506,0.022018349,0.066368858,0.056581411,0.021409695,2018-12,2018-Q4,167100,0,2018-12
Fannin County,GA,Georgia,"Fannin County, Georgia",,1387,202700,0.007956241,0.047004132,0.14068655,0.071520217,0.020297734,2018-12,2018-Q4,202700,0,2018-12
Butts County,GA,Georgia,"Butts County, Georgia",Atlanta-Sandy Springs-Roswell,1388,125600,0.007217322,0.026143791,0.148080439,0.062629776,0.009031618,2018-12,2018-Q4,125600,0,2018-12
King George County,VA,Virginia,"King George County, Virginia",,1389,266000,0.002638522,0.009104704,0.025443331,0.023010719,0.005941512,2006-08,2006-Q3,299900,-0.113037679,2005-06
Antrim County,MI,Michigan,"Antrim County, Michigan",,1390,149600,0.005376344,0.025359836,0.12481203,0.083892768,0.030479089,2003-07,2003-Q3,161200,-0.071960298,
Currituck County,NC,North Carolina,"Currituck County, North Carolina",Virginia Beach-Norfolk-Newport News,1391,271600,0.00295421,0.029958286,0.106764466,0.030426577,0.017563247,2018-12,2018-Q4,271600,0,2018-12
Wasatch County,UT,Utah,"Wasatch County, Utah",Heber,1392,437100,0.012977984,0.05554214,0.09906965,0.080060214,0.035089696,2018-12,2018-Q4,437100,0,2018-12
Routt County,CO,Colorado,"Routt County, Colorado",Steamboat Springs,1393,502300,0.010663984,0.062169592,0.069178374,0.072426286,0.016660036,2008-01,2008-Q1,534200,-0.059715462,2007-10
Limestone County,TX,Texas,"Limestone County, Texas",,1394,100600,-0.000993049,0.012072435,0.080558539,0.06741247,0.037973999,2018-11,2018-Q4,100700,-0.000993049,2018-11
Starke County,IN,Indiana,"Starke County, Indiana",,1395,108400,0.005565863,0.021677663,0.144667371,0.053582531,0.020952031,2018-12,2018-Q4,108400,0,2018-12
Teller County,CO,Colorado,"Teller County, Colorado",Colorado Springs,1396,305900,0.0039383,0.014930325,0.12298091,0.097514894,0.046917117,2018-12,2018-Q4,305900,0,2018-12
Rowan County,KY,Kentucky,"Rowan County, Kentucky",,1397,119200,-0.005008347,-0.015689513,0.039232781,0.039732094,0.018947789,2018-09,2018-Q3,121100,-0.015689513,2018-07
Burke County,GA,Georgia,"Burke County, Georgia",Augusta-Richmond County,1398,81100,0.017565872,0.062909567,0.160228898,0.071946835,0.027717068,2005-01,2005-Q1,81200,-0.001231527,
Meeker County,MN,Minnesota,"Meeker County, Minnesota",,1399,153300,0.003272251,0.011881188,0.030241935,0.075367706,0.016701116,2006-06,2006-Q2,164200,-0.06638246,2006-01
Scott County,VA,Virginia,"Scott County, Virginia",Kingsport-Bristol-Bristol,1400,85900,0.007033998,0.018979834,0.034939759,0.032515112,0.012587113,2018-12,2018-Q4,85900,0,2018-12
Aransas County,TX,Texas,"Aransas County, Texas",Corpus Christi,1401,211100,0.006196378,0.023267087,0.149782135,0.056074293,0.030248341,2018-12,2018-Q4,211100,0,2018-12
Franklin County,IN,Indiana,"Franklin County, Indiana",,1402,178300,0.000561167,0.023536165,0.19184492,0.085325303,,2018-12,2018-Q4,178300,0,2018-12
Elbert County,CO,Colorado,"Elbert County, Colorado",Denver-Aurora-Lakewood,1403,508600,0.007328184,0.03563429,0.069835928,0.087286833,0.056158517,2018-12,2018-Q4,508600,0,2018-12
McDonald County,MO,Missouri,"McDonald County, Missouri",Fayetteville-Springdale-Rogers,1404,103200,0.011764706,0.035105316,0.179428571,0.052247596,0.013106612,2018-12,2018-Q4,103200,0,2018-12
Plaquemines Parish,LA,Louisiana,"Plaquemines Parish, Louisiana",New Orleans-Metairie,1405,231600,0.001297017,0.018021978,0.047489824,0.03049586,0.011684251,2018-12,2018-Q4,231600,0,2018-12
Seward County,KS,Kansas,"Seward County, Kansas",Liberal,1406,110000,-0.002719855,-0.029982363,-0.006323397,0.047071287,0.022449055,2018-08,2018-Q3,113500,-0.030837004,2017-10
Cassia County,ID,Idaho,"Cassia County, Idaho",Burley,1407,180400,0.007258515,0.018058691,0.106748466,0.091395406,0.049479928,2018-12,2018-Q4,180400,0,2018-12
Hockley County,TX,Texas,"Hockley County, Texas",Levelland,1408,107900,0.00372093,0.010299625,0.05165692,0.065417386,0.040850403,2018-12,2018-Q4,107900,0,2018-12
Pointe Coupee Parish,LA,Louisiana,"Pointe Coupee Parish, Louisiana",Baton Rouge,1409,137100,0.007347539,0.027736132,0.083794466,0.067716864,0.035312286,2018-12,2018-Q4,137100,0,2018-12
Union Parish,LA,Louisiana,"Union Parish, Louisiana",Monroe,1410,107000,0.000935454,0.002811621,-0.009259259,0.058565119,0.035897044,2018-01,2018-Q1,108500,-0.013824885,2017-11
Logan County,CO,Colorado,"Logan County, Colorado",Sterling,1411,147800,0.01580756,0.096439169,0.080409357,0.08698386,0.041732695,2018-12,2018-Q4,147800,0,2018-12
Jo Daviess County,IL,Illinois,"Jo Daviess County, Illinois",,1412,122800,0.001631321,0.014037985,0.029337804,0.021147899,-0.000487291,2008-02,2008-Q1,128600,-0.045101089,2006-12
Grainger County,TN,Tennessee,"Grainger County, Tennessee",Knoxville,1413,122800,-0.001626016,0.00244898,0.168411037,0.06794582,0.039075945,2018-10,2018-Q4,123100,-0.002437043,2018-10
Hopewell City,VA,Virginia,"Hopewell City, Virginia",Richmond,1414,111900,0.000894454,0.012669683,0.114541833,0.031771743,-0.002119845,2007-05,2007-Q2,124200,-0.099033816,2006-03
Taylor County,FL,Florida,"Taylor County, Florida",,1415,95900,0.006295908,0.02238806,0.062015504,0.091504654,0.014185415,2007-05,2007-Q2,109100,-0.120989918,2006-06
Fairfax City,VA,Virginia,"Fairfax City, Virginia",Washington-Arlington-Alexandria,1416,513100,0.000585023,0.001757126,0.038874266,0.022133732,0.021052975,2005-12,2005-Q4,516800,-0.007159443,2005-10
Gray County,TX,Texas,"Gray County, Texas",Pampa,1417,80600,0.001242236,0.008760951,0.037323037,0.04396115,0.024455582,2018-12,2018-Q4,80600,0,2018-12
Yankton County,SD,South Dakota,"Yankton County, South Dakota",Yankton,1418,167400,0.009041591,0.025735294,0.030153846,0.03803176,0.031804467,2018-12,2018-Q4,167400,0,2018-12
Williams County,ND,North Dakota,"Williams County, North Dakota",Williston,1419,235300,0.010738832,0.06326254,0.064705882,0.092192551,0.107185272,2018-12,2018-Q4,235300,0,2018-12
Jerome County,ID,Idaho,"Jerome County, Idaho",Twin Falls,1420,189700,0.007970244,0.026515152,0.129166667,0.0889281,0.034067166,2018-12,2018-Q4,189700,0,2018-12
Curry County,OR,Oregon,"Curry County, Oregon",Brookings,1421,313300,0.013587836,0.059878214,0.077002406,0.05448723,0.012280923,2007-03,2007-Q1,320200,-0.021549032,2006-02
Hood River County,OR,Oregon,"Hood River County, Oregon",Hood River,1422,446600,0.007898894,0.025487945,0.075626204,0.091326196,0.041461392,2018-12,2018-Q4,446600,0,2018-12
Dawson County,GA,Georgia,"Dawson County, Georgia",Atlanta-Sandy Springs-Roswell,1423,253300,0.009163347,0.039392696,0.092752373,0.077501149,0.026397387,2018-12,2018-Q4,253300,0,2018-12
Gage County,NE,Nebraska,"Gage County, Nebraska",Beatrice,1424,110200,0.006392694,0.021316033,0.096517413,0.058839786,0.026788801,2018-12,2018-Q4,110200,0,2018-12
Grant Parish,LA,Louisiana,"Grant Parish, Louisiana",Alexandria,1425,84400,0,0.00118624,-0.087567568,0.016157432,-0.006182566,2017-12,2017-Q4,92500,-0.087567568,2016-01
Rockbridge County,VA,Virginia,"Rockbridge County, Virginia",,1426,192400,0.005750131,0.018528322,0.088235294,0.037958597,0.005683023,2007-10,2007-Q4,211900,-0.09202454,2007-04
Macon County,TN,Tennessee,"Macon County, Tennessee",Nashville-Davidson--Murfreesboro--Franklin,1427,107100,0.004690432,0.008474576,0.042843233,0.088154273,0.045249824,2018-12,2018-Q4,107100,0,2018-12
Beckham County,OK,Oklahoma,"Beckham County, Oklahoma",Elk City,1428,91600,0.004385965,0.020044543,0.160963245,0.049622947,0.03682982,2018-12,2018-Q4,91600,0,2018-12
Saint James Parish,LA,Louisiana,"Saint James Parish, Louisiana",New Orleans-Metairie,1429,143000,0,0.013465627,0.027298851,0.003248197,,2016-07,2016-Q3,172100,-0.16908774,2014-03
Franklin County,GA,Georgia,"Franklin County, Georgia",,1430,133500,0.009070295,0.025345622,0.103305785,0.063778082,0.015382478,2018-12,2018-Q4,133500,0,2018-12
Overton County,TN,Tennessee,"Overton County, Tennessee",Cookeville,1431,103600,0.005825243,0.019685039,0.147286822,0.070189483,0.033108217,2018-12,2018-Q4,103600,0,2018-12
Meriwether County,GA,Georgia,"Meriwether County, Georgia",Atlanta-Sandy Springs-Roswell,1432,92000,0.007667032,0.023359288,0.12195122,0.06232104,0.008539963,2018-12,2018-Q4,92000,0,2018-12
Morgan County,TN,Tennessee,"Morgan County, Tennessee",Knoxville,1433,97100,0.004136505,0.025343189,0.168471721,0.070715347,0.021752589,2018-12,2018-Q4,97100,0,2018-12
Grenada County,MS,Mississippi,"Grenada County, Mississippi",Grenada,1434,95800,-0.001042753,-0.002083333,0.00524659,0.022055475,,2018-06,2018-Q2,96100,-0.003121748,2018-02
Moore County,TX,Texas,"Moore County, Texas",Dumas,1435,122100,0.008257638,0.021757322,0.094086022,0.065283331,,2018-12,2018-Q4,122100,0,2018-12
McDuffie County,GA,Georgia,"McDuffie County, Georgia",Augusta-Richmond County,1436,106600,0.005660377,0.028957529,0.175303197,0.065837756,0.020525345,2018-12,2018-Q4,106600,0,2018-12
Tyler County,TX,Texas,"Tyler County, Texas",,1437,101600,-0.001964637,-0.001964637,0.040983607,0.054559893,0.032066188,2018-10,2018-Q4,101900,-0.002944063,2018-09
Newton County,MS,Mississippi,"Newton County, Mississippi",,1438,103000,0.00292113,0.024875622,0.071800208,0.053159184,0.021087818,2007-09,2007-Q3,108100,-0.047178538,2007-01
Jefferson County,OR,Oregon,"Jefferson County, Oregon",,1439,224000,-0.009287926,-0.038626609,0.042345277,0.091631437,0.026946389,2018-09,2018-Q3,233000,-0.038626609,2018-05
Goochland County,VA,Virginia,"Goochland County, Virginia",Richmond,1440,292700,0.004806042,0.022711391,0.013504155,0.028525995,0.007324549,2006-10,2006-Q4,308700,-0.051830256,2006-01
Washington County,IA,Iowa,"Washington County, Iowa",Iowa City,1441,155200,0.002583979,0.017038008,0.075537076,0.054023405,0.029806991,2018-12,2018-Q4,155200,0,2018-12
Wabasha County,MN,Minnesota,"Wabasha County, Minnesota",Rochester,1442,204700,0.010864198,0.032795156,0.086518047,0.061340779,0.028069826,2018-12,2018-Q4,204700,0,2018-12
Asotin County,WA,Washington,"Asotin County, Washington",Lewiston,1443,209200,-0.011342155,-0.035055351,0.01701507,0.0737064,0.029580409,2018-09,2018-Q3,216800,-0.035055351,2018-08
Pottawatomie County,KS,Kansas,"Pottawatomie County, Kansas",Manhattan,1444,186700,0.007011866,0.019661387,0.038375973,0.046425411,0.026809346,2018-12,2018-Q4,186700,0,2018-12
Owen County,IN,Indiana,"Owen County, Indiana",Bloomington,1445,111400,0.004508566,0.02014652,0.226872247,0.06554763,0.021447477,2018-12,2018-Q4,111400,0,2018-12
Vilas County,WI,Wisconsin,"Vilas County, Wisconsin",,1446,196700,0.006653019,0.018115942,0.056958624,0.031800357,0.020419733,2018-12,2018-Q4,196700,0,2018-12
Anderson County,KY,Kentucky,"Anderson County, Kentucky",Frankfort,1447,151100,0.000662252,0.009352037,0.067844523,0.051051109,0.021371654,2018-12,2018-Q4,151100,0,2018-12
Colusa County,CA,California,"Colusa County, California",,1448,223300,0.005402972,0.02478201,0.108738828,0.072177038,0.014479383,2006-06,2006-Q2,287700,-0.223844282,2005-04
Calhoun County,TX,Texas,"Calhoun County, Texas",Port Lavaca,1449,139300,0.008689356,0.025773196,0.102056962,0.075956709,0.04235662,2018-12,2018-Q4,139300,0,2018-12
Blaine County,ID,Idaho,"Blaine County, Idaho",Hailey,1450,453900,0.00933956,0.015436242,0.118531296,0.044217096,-0.00394477,2006-12,2006-Q4,540600,-0.160377358,
Union County,GA,Georgia,"Union County, Georgia",,1451,196900,0.010261673,0.045116773,0.1,0.056907991,0.014738505,2018-12,2018-Q4,196900,0,2018-12
Mercer County,KY,Kentucky,"Mercer County, Kentucky",,1452,136000,0.00591716,0.019490255,0.070866142,0.04429923,0.02135133,2018-12,2018-Q4,136000,0,2018-12
Teton County,WY,Wyoming,"Teton County, Wyoming",Jackson,1453,856500,0.003162333,0.038559476,0.181216384,0.052836071,0.018420781,2018-12,2018-Q4,856500,0,2018-12
Jay County,IN,Indiana,"Jay County, Indiana",,1454,81400,-0.004889976,-0.051282051,-0.102535832,,,2017-12,2017-Q4,90700,-0.102535832,2015-08
Putnam County,GA,Georgia,"Putnam County, Georgia",,1455,211100,0.015392015,0.080348004,0.09321595,0.048360204,0.011334108,2018-12,2018-Q4,211100,0,2018-12
Uinta County,WY,Wyoming,"Uinta County, Wyoming",Evanston,1456,207200,-0.004324844,-0.024941176,0.016683023,0.022482784,0.017909171,2018-08,2018-Q3,214100,-0.032227931,2018-04
Stutsman County,ND,North Dakota,"Stutsman County, North Dakota",Jamestown,1457,161700,-0.000618047,0.003101737,0.042553191,0.057442381,0.056193322,2018-11,2018-Q4,161800,-0.000618047,2018-11
Waynesboro City,VA,Virginia,"Waynesboro City, Virginia",Staunton-Waynesboro,1458,157300,0.003828973,0.012226512,0.047968021,0.035222674,0.001344924,2006-10,2006-Q4,173700,-0.094415659,2006-04
Crook County,OR,Oregon,"Crook County, Oregon",Prineville,1459,241500,0.001659063,-0.003712871,0.055968518,0.102440595,0.031851601,2018-09,2018-Q3,242400,-0.003712871,2018-08
Spencer County,IN,Indiana,"Spencer County, Indiana",,1460,125200,0.007240547,0.019543974,0.104056437,0.065656382,0.03039949,2018-12,2018-Q4,125200,0,2018-12
Colorado County,TX,Texas,"Colorado County, Texas",,1461,137900,-0.002892263,-0.007199424,-0.021985816,0.083608774,0.048717088,2017-12,2017-Q4,141000,-0.021985816,2017-11
Fillmore County,MN,Minnesota,"Fillmore County, Minnesota",Rochester,1462,157100,0.008344031,0.036279683,0.136758321,0.086624482,0.039834666,2018-12,2018-Q4,157100,0,2018-12
Martin County,MN,Minnesota,"Martin County, Minnesota",Fairmont,1463,106200,0.004730369,0.025096525,0.089230769,0.058825337,0.025698524,2018-12,2018-Q4,106200,0,2018-12
Fulton County,IN,Indiana,"Fulton County, Indiana",,1464,102900,0.000972763,0.013793103,0.189595376,0.049284773,0.014276566,2018-12,2018-Q4,102900,0,2018-12
Concordia Parish,LA,Louisiana,"Concordia Parish, Louisiana",Natchez,1465,72500,0,0.019690577,0.074074074,0.051879333,0.026711156,2018-12,2018-Q4,72500,0,2018-12
Carroll County,IA,Iowa,"Carroll County, Iowa",Carroll,1466,137800,0.002181818,0.00952381,0.070707071,0.054671134,0.040439779,2018-12,2018-Q4,137800,0,2018-12
Sevier County,UT,Utah,"Sevier County, Utah",,1467,208300,0.005794302,0.024594196,0.096893102,0.05470566,0.033932161,2018-12,2018-Q4,208300,0,2018-12
Saunders County,NE,Nebraska,"Saunders County, Nebraska",Omaha-Council Bluffs,1468,180400,0.010078387,0.032036613,0.130325815,0.076303665,0.054215726,2018-12,2018-Q4,180400,0,2018-12
Franklin Parish,LA,Louisiana,"Franklin Parish, Louisiana",,1469,70300,0.007163324,0.015895954,0.154351396,0.050694832,0.030414022,2018-12,2018-Q4,70300,0,2018-12
Madison County,NC,North Carolina,"Madison County, North Carolina",Asheville,1470,203300,0.007433102,0.029367089,0.082534611,0.053449391,0.015102583,2018-12,2018-Q4,203300,0,2018-12
Wayne County,MS,Mississippi,"Wayne County, Mississippi",,1471,97000,-0.005128205,-0.009193054,-0.004106776,0.038252862,,2018-09,2018-Q3,97900,-0.009193054,2018-02
Polk County,AR,Arkansas,"Polk County, Arkansas",,1472,92500,0.010928962,0.024363234,0.06812933,0.035752529,0.007547302,2018-12,2018-Q4,92500,0,2018-12
Clay County,MS,Mississippi,"Clay County, Mississippi",West Point,1473,101300,0.004960317,0.00695825,0.041109969,0.042418048,,2018-12,2018-Q4,101300,0,2018-12
Kewaunee County,WI,Wisconsin,"Kewaunee County, Wisconsin",Green Bay,1474,150600,0.003331113,0.028688525,0.093681917,0.055787745,0.023829882,2018-12,2018-Q4,150600,0,2018-12
Polk County,NC,North Carolina,"Polk County, North Carolina",,1475,225300,0.01212938,0.059238364,0.110946746,0.068720074,0.016866241,2018-12,2018-Q4,225300,0,2018-12
Lincoln County,NM,New Mexico,"Lincoln County, New Mexico",Ruidoso,1476,205600,0.001461276,0.017318159,0.097704218,0.049080751,0.014064454,2004-04,2004-Q2,217500,-0.054712644,2003-12
Bandera County,TX,Texas,"Bandera County, Texas",San Antonio-New Braunfels,1477,233100,0.003443823,0.01303781,0.040160643,0.04708095,0.027914283,2018-12,2018-Q4,233100,0,2018-12
Hubbard County,MN,Minnesota,"Hubbard County, Minnesota",,1478,202200,0.013026052,0.053125,0.100707676,0.062679899,0.032396163,2018-12,2018-Q4,202200,0,2018-12
Klickitat County,WA,Washington,"Klickitat County, Washington",,1479,227300,-0.001318102,0.015185351,0.07267579,0.083093422,0.034575267,2018-11,2018-Q4,227600,-0.001318102,2018-11
East Feliciana Parish,LA,Louisiana,"East Feliciana Parish, Louisiana",Baton Rouge,1480,167400,0.002995806,0.00419916,0.014545455,0.033459405,0.023347298,2018-12,2018-Q4,167400,0,2018-12
Buena Vista County,IA,Iowa,"Buena Vista County, Iowa",Storm Lake,1481,111300,0.00180018,0.012738854,0.11746988,0.057393447,0.034349875,2018-12,2018-Q4,111300,0,2018-12
McIntosh County,OK,Oklahoma,"McIntosh County, Oklahoma",,1482,93000,0.007583965,0.048478016,0.272229822,0.075265554,0.031652853,2018-12,2018-Q4,93000,0,2018-12
Washington County,NE,Nebraska,"Washington County, Nebraska",Omaha-Council Bluffs,1483,195300,0.009824199,0.031151003,0.143442623,0.068845275,0.022199392,2018-12,2018-Q4,195300,0,2018-12
Jones County,TX,Texas,"Jones County, Texas",Abilene,1484,68200,-0.001464129,-0.015873016,-0.002923977,0.064478185,0.036833633,2018-09,2018-Q3,69300,-0.015873016,2018-08
Kent County,MD,Maryland,"Kent County, Maryland",,1485,200800,-0.00049776,0.009045226,0.048016701,0.025552951,-0.004469795,2007-05,2007-Q2,241600,-0.168874172,2005-03
