Geography,County,state,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
"Campbell County, South Dakota",Campbell County, South Dakota,65900,6683
"Charles Mix County, South Dakota",Charles Mix County, South Dakota,89900,11360
"Clark County, South Dakota",Clark County, South Dakota,81100,7469
"Clay County, South Dakota",Clay County, South Dakota,146400,10479
"Codington County, South Dakota",Codington County, South Dakota,166500,7151
"Corson County, South Dakota",Corson County, South Dakota,53300,4178
"Custer County, South Dakota",Custer County, South Dakota,202600,22363
"Davison County, South Dakota",Davison County, South Dakota,141000,7553
"Day County, South Dakota",Day County, South Dakota,86000,4512
"Deuel County, South Dakota",Deuel County, South Dakota,112700,11302
"Dewey County, South Dakota",Dewey County, South Dakota,65700,8616
"Douglas County, South Dakota",Douglas County, South Dakota,80800,8284
"Edmunds County, South Dakota",Edmunds County, South Dakota,114000,26331
"Fall River County, South Dakota",Fall River County, South Dakota,116700,11458
"Faulk County, South Dakota",Faulk County, South Dakota,85700,6847
"Grant County, South Dakota",Grant County, South Dakota,115800,10364
"Gregory County, South Dakota",Gregory County, South Dakota,68600,4568
"Haakon County, South Dakota",Haakon County, South Dakota,78100,10450
"Hamlin County, South Dakota",Hamlin County, South Dakota,117400,8387
"Hand County, South Dakota",Hand County, South Dakota,115100,13022
"Hanson County, South Dakota",Hanson County, South Dakota,121300,8285
"Harding County, South Dakota",Harding County, South Dakota,82300,7461
"Hughes County, South Dakota",Hughes County, South Dakota,173400,6769
"Hutchinson County, South Dakota",Hutchinson County, South Dakota,81300,5574
"Hyde County, South Dakota",Hyde County, South Dakota,88100,14199
"Jackson County, South Dakota",Jackson County, South Dakota,55800,9466
"Jerauld County, South Dakota",Jerauld County, South Dakota,77700,11853
"Jones County, South Dakota",Jones County, South Dakota,77700,23451
"Kingsbury County, South Dakota",Kingsbury County, South Dakota,105900,8701
"Lake County, South Dakota",Lake County, South Dakota,155200,12951
"Lawrence County, South Dakota",Lawrence County, South Dakota,189200,15366
"Lincoln County, South Dakota",Lincoln County, South Dakota,209700,5698
"Lyman County, South Dakota",Lyman County, South Dakota,81700,10004
"McCook County, South Dakota",McCook County, South Dakota,120700,6537
"McPherson County, South Dakota",McPherson County, South Dakota,54500,6549
"Marshall County, South Dakota",Marshall County, South Dakota,106700,8785
"Meade County, South Dakota",Meade County, South Dakota,168400,8811
"Mellette County, South Dakota",Mellette County, South Dakota,45300,9081
"Miner County, South Dakota",Miner County, South Dakota,82000,14136
"Minnehaha County, South Dakota",Minnehaha County, South Dakota,166600,1686
"Moody County, South Dakota",Moody County, South Dakota,118900,7375
"Oglala Lakota County, South Dakota",Oglala Lakota County, South Dakota,18700,3161
"Pennington County, South Dakota",Pennington County, South Dakota,172400,3123
"Perkins County, South Dakota",Perkins County, South Dakota,74300,7945
"Potter County, South Dakota",Potter County, South Dakota,81600,6729
"Roberts County, South Dakota",Roberts County, South Dakota,95700,8597
"Sanborn County, South Dakota",Sanborn County, South Dakota,72800,4861
"Spink County, South Dakota",Spink County, South Dakota,77300,5084
"Stanley County, South Dakota",Stanley County, South Dakota,158300,19012
"Sully County, South Dakota",Sully County, South Dakota,122300,30576
"Todd County, South Dakota",Todd County, South Dakota,38500,6169
"Tripp County, South Dakota",Tripp County, South Dakota,85800,9324
"Turner County, South Dakota",Turner County, South Dakota,110400,5836
"Union County, South Dakota",Union County, South Dakota,161300,7891
"Walworth County, South Dakota",Walworth County, South Dakota,82400,6757
"Yankton County, South Dakota",Yankton County, South Dakota,140400,5835
"Ziebach County, South Dakota",Ziebach County, South Dakota,57100,4761
"Anderson County, Tennessee",Anderson County, Tennessee,134100,7023
"Bedford County, Tennessee",Bedford County, Tennessee,129700,5240
"Benton County, Tennessee",Benton County, Tennessee,88700,4849
"Bledsoe County, Tennessee",Bledsoe County, Tennessee,129600,16926
"Blount County, Tennessee",Blount County, Tennessee,169500,3113
"Bradley County, Tennessee",Bradley County, Tennessee,150100,3802
"Campbell County, Tennessee",Campbell County, Tennessee,92700,7148
"Cannon County, Tennessee",Cannon County, Tennessee,151800,11391
"Carroll County, Tennessee",Carroll County, Tennessee,86800,3523
"Carter County, Tennessee",Carter County, Tennessee,114600,3320
"Cheatham County, Tennessee",Cheatham County, Tennessee,170500,4774
"Chester County, Tennessee",Chester County, Tennessee,113800,6833
"Claiborne County, Tennessee",Claiborne County, Tennessee,102700,5064
"Clay County, Tennessee",Clay County, Tennessee,90300,13307
"Cocke County, Tennessee",Cocke County, Tennessee,107200,5901
"Coffee County, Tennessee",Coffee County, Tennessee,118000,5186
"Crockett County, Tennessee",Crockett County, Tennessee,96700,4824
"Cumberland County, Tennessee",Cumberland County, Tennessee,140800,5610
"Davidson County, Tennessee",Davidson County, Tennessee,194800,2321
"Decatur County, Tennessee",Decatur County, Tennessee,91800,5604
"DeKalb County, Tennessee",DeKalb County, Tennessee,131100,9981
"Dickson County, Tennessee",Dickson County, Tennessee,146300,5940
"Dyer County, Tennessee",Dyer County, Tennessee,98100,4178
"Fayette County, Tennessee",Fayette County, Tennessee,185000,9901
"Fentress County, Tennessee",Fentress County, Tennessee,103700,10889
"Franklin County, Tennessee",Franklin County, Tennessee,120600,5089
"Gibson County, Tennessee",Gibson County, Tennessee,94800,4099
"Giles County, Tennessee",Giles County, Tennessee,120400,6283
"Grainger County, Tennessee",Grainger County, Tennessee,110600,5074
"Greene County, Tennessee",Greene County, Tennessee,114600,5577
"Grundy County, Tennessee",Grundy County, Tennessee,82400,4446
"Hamblen County, Tennessee",Hamblen County, Tennessee,131200,3887
"Hamilton County, Tennessee",Hamilton County, Tennessee,166100,1669
"Hancock County, Tennessee",Hancock County, Tennessee,83500,10135
"Hardeman County, Tennessee",Hardeman County, Tennessee,85400,3250
"Hardin County, Tennessee",Hardin County, Tennessee,107400,8921
"Hawkins County, Tennessee",Hawkins County, Tennessee,115400,4034
"Haywood County, Tennessee",Haywood County, Tennessee,104300,6749
"Henderson County, Tennessee",Henderson County, Tennessee,92700,3764
"Henry County, Tennessee",Henry County, Tennessee,97000,4833
"Hickman County, Tennessee",Hickman County, Tennessee,104800,7479
"Houston County, Tennessee",Houston County, Tennessee,94900,5315
"Humphreys County, Tennessee",Humphreys County, Tennessee,103000,8112
"Jackson County, Tennessee",Jackson County, Tennessee,107700,10064
"Jefferson County, Tennessee",Jefferson County, Tennessee,136700,6355
"Johnson County, Tennessee",Johnson County, Tennessee,114100,9741
"Knox County, Tennessee",Knox County, Tennessee,169400,1387
"Lake County, Tennessee",Lake County, Tennessee,75100,7769
"Lauderdale County, Tennessee",Lauderdale County, Tennessee,81000,5021
"Lawrence County, Tennessee",Lawrence County, Tennessee,98800,5455
"Lewis County, Tennessee",Lewis County, Tennessee,88300,5567
"Lincoln County, Tennessee",Lincoln County, Tennessee,117500,5649
"Loudon County, Tennessee",Loudon County, Tennessee,193000,10664
"McMinn County, Tennessee",McMinn County, Tennessee,123700,5639
"McNairy County, Tennessee",McNairy County, Tennessee,87500,3988
"Macon County, Tennessee",Macon County, Tennessee,111700,7115
"Madison County, Tennessee",Madison County, Tennessee,126100,4605
"Marion County, Tennessee",Marion County, Tennessee,121200,6479
"Marshall County, Tennessee",Marshall County, Tennessee,119300,8206
"Maury County, Tennessee",Maury County, Tennessee,156000,4017
"Meigs County, Tennessee",Meigs County, Tennessee,118400,12854
"Monroe County, Tennessee",Monroe County, Tennessee,115200,6276
"Montgomery County, Tennessee",Montgomery County, Tennessee,153700,2413
"Moore County, Tennessee",Moore County, Tennessee,166000,9570
"Morgan County, Tennessee",Morgan County, Tennessee,91600,5935
"Obion County, Tennessee",Obion County, Tennessee,87600,2946
"Overton County, Tennessee",Overton County, Tennessee,114700,6684
"Perry County, Tennessee",Perry County, Tennessee,84200,12787
"Pickett County, Tennessee",Pickett County, Tennessee,129700,27955
"Polk County, Tennessee",Polk County, Tennessee,110900,9721
"Putnam County, Tennessee",Putnam County, Tennessee,152800,3296
"Rhea County, Tennessee",Rhea County, Tennessee,114200,8810
"Roane County, Tennessee",Roane County, Tennessee,135900,8017
"Robertson County, Tennessee",Robertson County, Tennessee,163100,4634
"Rutherford County, Tennessee",Rutherford County, Tennessee,174200,2088
"Scott County, Tennessee",Scott County, Tennessee,86700,4739
"Sequatchie County, Tennessee",Sequatchie County, Tennessee,138100,12638
"Sevier County, Tennessee",Sevier County, Tennessee,164000,4484
"Shelby County, Tennessee",Shelby County, Tennessee,135700,1768
"Smith County, Tennessee",Smith County, Tennessee,120700,6514
"Stewart County, Tennessee",Stewart County, Tennessee,130400,12040
"Sullivan County, Tennessee",Sullivan County, Tennessee,130300,3042
"Sumner County, Tennessee",Sumner County, Tennessee,194900,4057
"Tipton County, Tennessee",Tipton County, Tennessee,142400,4612
"Trousdale County, Tennessee",Trousdale County, Tennessee,128000,13130
"Unicoi County, Tennessee",Unicoi County, Tennessee,121200,12678
"Union County, Tennessee",Union County, Tennessee,114200,10808
"Van Buren County, Tennessee",Van Buren County, Tennessee,95000,7773
"Warren County, Tennessee",Warren County, Tennessee,108600,5926
"Washington County, Tennessee",Washington County, Tennessee,152800,4030
"Wayne County, Tennessee",Wayne County, Tennessee,96400,10865
"Weakley County, Tennessee",Weakley County, Tennessee,94300,4974
"White County, Tennessee",White County, Tennessee,97700,3917
"Williamson County, Tennessee",Williamson County, Tennessee,388400,4809
"Wilson County, Tennessee",Wilson County, Tennessee,227100,4464
"Anderson County, Texas",Anderson County, Texas,91800,5888
"Andrews County, Texas",Andrews County, Texas,126000,15484
"Angelina County, Texas",Angelina County, Texas,97300,5334
"Aransas County, Texas",Aransas County, Texas,158900,15602
"Archer County, Texas",Archer County, Texas,125600,13529
"Armstrong County, Texas",Armstrong County, Texas,128600,22687
"Atascosa County, Texas",Atascosa County, Texas,96100,8553
"Austin County, Texas",Austin County, Texas,175200,15204
"Bailey County, Texas",Bailey County, Texas,68000,11411
"Bandera County, Texas",Bandera County, Texas,165900,8784
"Bastrop County, Texas",Bastrop County, Texas,150300,6538
"Baylor County, Texas",Baylor County, Texas,67200,11627
"Bee County, Texas",Bee County, Texas,78500,7273
"Bell County, Texas",Bell County, Texas,137100,2345
"Bexar County, Texas",Bexar County, Texas,142300,1061
"Blanco County, Texas",Blanco County, Texas,230800,41228
"Borden County, Texas",Borden County, Texas,106900,34498
"Bosque County, Texas",Bosque County, Texas,106700,10615
"Bowie County, Texas",Bowie County, Texas,109400,4197
"Brazoria County, Texas",Brazoria County, Texas,164300,2353
"Brazos County, Texas",Brazos County, Texas,170500,3360
"Brewster County, Texas",Brewster County, Texas,113400,22556
"Briscoe County, Texas",Briscoe County, Texas,65700,16239
"Brooks County, Texas",Brooks County, Texas,61900,7157
"Brown County, Texas",Brown County, Texas,95100,4442
"Burleson County, Texas",Burleson County, Texas,99500,7196
"Burnet County, Texas",Burnet County, Texas,171100,9294
"Caldwell County, Texas",Caldwell County, Texas,124300,6563
"Calhoun County, Texas",Calhoun County, Texas,114900,7382
"Callahan County, Texas",Callahan County, Texas,76500,8659
"Cameron County, Texas",Cameron County, Texas,82500,1220
"Camp County, Texas",Camp County, Texas,83600,5432
"Carson County, Texas",Carson County, Texas,107800,8622
"Cass County, Texas",Cass County, Texas,86200,5378
"Castro County, Texas",Castro County, Texas,80300,8181
"Chambers County, Texas",Chambers County, Texas,171500,9315
"Cherokee County, Texas",Cherokee County, Texas,98200,5534
"Childress County, Texas",Childress County, Texas,81000,9978
"Clay County, Texas",Clay County, Texas,87200,4982
"Cochran County, Texas",Cochran County, Texas,33300,2283
"Coke County, Texas",Coke County, Texas,81800,6684
"Coleman County, Texas",Coleman County, Texas,65900,4728
"Collin County, Texas",Collin County, Texas,265300,1915
"Collingsworth County, Texas",Collingsworth County, Texas,55800,4322
"Colorado County, Texas",Colorado County, Texas,116700,10909
"Comal County, Texas",Comal County, Texas,244100,7880
"Comanche County, Texas",Comanche County, Texas,89600,9836
"Concho County, Texas",Concho County, Texas,109800,15503
"Cooke County, Texas",Cooke County, Texas,144700,8324
"Coryell County, Texas",Coryell County, Texas,107700,3507
"Cottle County, Texas",Cottle County, Texas,44700,6549
"Crane County, Texas",Crane County, Texas,81500,16216
"Crockett County, Texas",Crockett County, Texas,80600,18564
"Crosby County, Texas",Crosby County, Texas,57500,4793
"Culberson County, Texas",Culberson County, Texas,57000,7382
"Dallam County, Texas",Dallam County, Texas,77000,12322
"Dallas County, Texas",Dallas County, Texas,148300,1230
"Dawson County, Texas",Dawson County, Texas,66400,5709
"Deaf Smith County, Texas",Deaf Smith County, Texas,88000,4080
"Delta County, Texas",Delta County, Texas,73100,5556
"Denton County, Texas",Denton County, Texas,232000,1950
"DeWitt County, Texas",DeWitt County, Texas,100000,12443
"Dickens County, Texas",Dickens County, Texas,54200,5799
"Dimmit County, Texas",Dimmit County, Texas,65200,11238
"Donley County, Texas",Donley County, Texas,65100,5689
"Duval County, Texas",Duval County, Texas,48500,5119
"Eastland County, Texas",Eastland County, Texas,59800,6118
"Ector County, Texas",Ector County, Texas,120800,3446
"Edwards County, Texas",Edwards County, Texas,72800,6656
"Ellis County, Texas",Ellis County, Texas,158200,3195
"El Paso County, Texas",El Paso County, Texas,116600,1005
"Erath County, Texas",Erath County, Texas,128300,13460
"Falls County, Texas",Falls County, Texas,63000,7496
"Fannin County, Texas",Fannin County, Texas,98200,4419
"Fayette County, Texas",Fayette County, Texas,158700,8078
"Fisher County, Texas",Fisher County, Texas,60500,6514
"Floyd County, Texas",Floyd County, Texas,60500,8188
"Foard County, Texas",Foard County, Texas,47400,8376
"Fort Bend County, Texas",Fort Bend County, Texas,233300,2705
"Franklin County, Texas",Franklin County, Texas,130300,17420
"Freestone County, Texas",Freestone County, Texas,86100,6805
"Frio County, Texas",Frio County, Texas,75900,10975
"Gaines County, Texas",Gaines County, Texas,111000,8987
"Galveston County, Texas",Galveston County, Texas,171600,2679
"Garza County, Texas",Garza County, Texas,77500,14060
"Gillespie County, Texas",Gillespie County, Texas,269900,14824
"Glasscock County, Texas",Glasscock County, Texas,193600,12711
"Goliad County, Texas",Goliad County, Texas,130900,23719
"Gonzales County, Texas",Gonzales County, Texas,92900,13441
"Gray County, Texas",Gray County, Texas,71700,4352
"Grayson County, Texas",Grayson County, Texas,116600,3908
"Gregg County, Texas",Gregg County, Texas,130000,3565
"Grimes County, Texas",Grimes County, Texas,110100,9133
"Guadalupe County, Texas",Guadalupe County, Texas,175000,2842
"Hale County, Texas",Hale County, Texas,80200,3698
"Hall County, Texas",Hall County, Texas,48700,8857
"Hamilton County, Texas",Hamilton County, Texas,108500,13507
"Hansford County, Texas",Hansford County, Texas,93500,14039
"Hardeman County, Texas",Hardeman County, Texas,38400,5992
"Hardin County, Texas",Hardin County, Texas,113100,9080
"Harris County, Texas",Harris County, Texas,154100,760
"Harrison County, Texas",Harrison County, Texas,115100,6595
"Hartley County, Texas",Hartley County, Texas,146900,12143
"Haskell County, Texas",Haskell County, Texas,49200,6119
"Hays County, Texas",Hays County, Texas,204700,4782
"Hemphill County, Texas",Hemphill County, Texas,130700,24679
"Henderson County, Texas",Henderson County, Texas,99000,4793
"Hidalgo County, Texas",Hidalgo County, Texas,82400,936
"Hill County, Texas",Hill County, Texas,93700,5947
"Hockley County, Texas",Hockley County, Texas,82300,5589
"Hood County, Texas",Hood County, Texas,170800,5811
"Hopkins County, Texas",Hopkins County, Texas,97200,4824
"Houston County, Texas",Houston County, Texas,80200,5957
"Howard County, Texas",Howard County, Texas,85700,7191
"Hudspeth County, Texas",Hudspeth County, Texas,44100,8088
"Hunt County, Texas",Hunt County, Texas,105000,3938
"Hutchinson County, Texas",Hutchinson County, Texas,75500,5519
"Irion County, Texas",Irion County, Texas,146400,45429
"Jack County, Texas",Jack County, Texas,81400,7739
"Jackson County, Texas",Jackson County, Texas,96700,7102
"Jasper County, Texas",Jasper County, Texas,97400,9751
"Jeff Davis County, Texas",Jeff Davis County, Texas,111300,16176
"Jefferson County, Texas",Jefferson County, Texas,101300,2352
"Jim Hogg County, Texas",Jim Hogg County, Texas,61800,12906
"Jim Wells County, Texas",Jim Wells County, Texas,73800,5652
"Johnson County, Texas",Johnson County, Texas,132000,4301
"Jones County, Texas",Jones County, Texas,73100,4494
"Karnes County, Texas",Karnes County, Texas,94100,9679
"Kaufman County, Texas",Kaufman County, Texas,154000,3161
"Kendall County, Texas",Kendall County, Texas,297700,14314
"Kenedy County, Texas",Kenedy County, Texas,21300,15655
"Kent County, Texas",Kent County, Texas,70500,15978
"Kerr County, Texas",Kerr County, Texas,164000,7322
"Kimble County, Texas",Kimble County, Texas,107200,21456
"King County, Texas",King County, Texas,38800,12989
"Kinney County, Texas",Kinney County, Texas,64200,16197
"Kleberg County, Texas",Kleberg County, Texas,86800,4832
"Knox County, Texas",Knox County, Texas,44400,3756
"Lamar County, Texas",Lamar County, Texas,88100,3107
"Lamb County, Texas",Lamb County, Texas,62700,3138
"Lampasas County, Texas",Lampasas County, Texas,136800,7796
"La Salle County, Texas",La Salle County, Texas,70800,19163
"Lavaca County, Texas",Lavaca County, Texas,143300,20399
"Lee County, Texas",Lee County, Texas,138300,13950
"Leon County, Texas",Leon County, Texas,102300,10260
"Liberty County, Texas",Liberty County, Texas,93200,6257
"Limestone County, Texas",Limestone County, Texas,84800,4454
"Lipscomb County, Texas",Lipscomb County, Texas,92400,9140
"Live Oak County, Texas",Live Oak County, Texas,84900,6864
"Llano County, Texas",Llano County, Texas,184500,21690
"Loving County, Texas",Loving County, Texas,-,**
"Lubbock County, Texas",Lubbock County, Texas,122700,2487
"Lynn County, Texas",Lynn County, Texas,76800,5128
"McCulloch County, Texas",McCulloch County, Texas,82000,9017
"McLennan County, Texas",McLennan County, Texas,125200,2656
"McMullen County, Texas",McMullen County, Texas,74700,27568
"Madison County, Texas",Madison County, Texas,101700,11551
"Marion County, Texas",Marion County, Texas,88600,6584
"Martin County, Texas",Martin County, Texas,120500,19584
"Mason County, Texas",Mason County, Texas,156400,22218
"Matagorda County, Texas",Matagorda County, Texas,102200,6436
"Maverick County, Texas",Maverick County, Texas,95100,3956
"Medina County, Texas",Medina County, Texas,134400,11054
"Menard County, Texas",Menard County, Texas,60800,21090
"Midland County, Texas",Midland County, Texas,187400,5120
"Milam County, Texas",Milam County, Texas,88500,4987
"Mills County, Texas",Mills County, Texas,111200,20442
"Mitchell County, Texas",Mitchell County, Texas,65700,7185
"Montague County, Texas",Montague County, Texas,107100,10532
"Montgomery County, Texas",Montgomery County, Texas,206400,5210
"Moore County, Texas",Moore County, Texas,106400,7711
"Morris County, Texas",Morris County, Texas,82300,7120
"Motley County, Texas",Motley County, Texas,57300,4004
"Nacogdoches County, Texas",Nacogdoches County, Texas,117700,6030
"Navarro County, Texas",Navarro County, Texas,88900,3142
"Newton County, Texas",Newton County, Texas,73300,10521
"Nolan County, Texas",Nolan County, Texas,66100,6904
"Nueces County, Texas",Nueces County, Texas,122400,2518
"Ochiltree County, Texas",Ochiltree County, Texas,102400,13755
"Oldham County, Texas",Oldham County, Texas,87000,12926
"Orange County, Texas",Orange County, Texas,104700,4922
"Palo Pinto County, Texas",Palo Pinto County, Texas,88600,5891
"Panola County, Texas",Panola County, Texas,97200,6860
"Parker County, Texas",Parker County, Texas,180900,6595
"Parmer County, Texas",Parmer County, Texas,86200,6214
"Pecos County, Texas",Pecos County, Texas,68600,5310
"Polk County, Texas",Polk County, Texas,84900,4690
"Potter County, Texas",Potter County, Texas,89000,2143
"Presidio County, Texas",Presidio County, Texas,50700,9918
"Rains County, Texas",Rains County, Texas,114000,10831
"Randall County, Texas",Randall County, Texas,157600,2739
"Reagan County, Texas",Reagan County, Texas,88400,9062
"Real County, Texas",Real County, Texas,105100,13976
"Red River County, Texas",Red River County, Texas,65200,6136
"Reeves County, Texas",Reeves County, Texas,52900,9377
"Refugio County, Texas",Refugio County, Texas,80800,5697
"Roberts County, Texas",Roberts County, Texas,135700,24742
"Robertson County, Texas",Robertson County, Texas,93900,9778
"Rockwall County, Texas",Rockwall County, Texas,225400,5370
"Runnels County, Texas",Runnels County, Texas,76500,7223
"Rusk County, Texas",Rusk County, Texas,111200,5600
"Sabine County, Texas",Sabine County, Texas,92100,15999
"San Augustine County, Texas",San Augustine County, Texas,81900,6410
"San Jacinto County, Texas",San Jacinto County, Texas,95900,10941
"San Patricio County, Texas",San Patricio County, Texas,105400,5857
"San Saba County, Texas",San Saba County, Texas,97000,18412
"Schleicher County, Texas",Schleicher County, Texas,72900,9191
"Scurry County, Texas",Scurry County, Texas,89800,7626
"Shackelford County, Texas",Shackelford County, Texas,78900,10704
"Shelby County, Texas",Shelby County, Texas,73100,4908
"Sherman County, Texas",Sherman County, Texas,86800,5358
"Smith County, Texas",Smith County, Texas,144800,3365
"Somervell County, Texas",Somervell County, Texas,172200,27989
"Starr County, Texas",Starr County, Texas,67200,2910
"Stephens County, Texas",Stephens County, Texas,73400,6551
"Sterling County, Texas",Sterling County, Texas,66100,33028
"Stonewall County, Texas",Stonewall County, Texas,53700,7041
"Sutton County, Texas",Sutton County, Texas,95500,12407
"Swisher County, Texas",Swisher County, Texas,70800,6337
"Tarrant County, Texas",Tarrant County, Texas,158200,943
"Taylor County, Texas",Taylor County, Texas,112400,3070
"Terrell County, Texas",Terrell County, Texas,66600,9172
"Terry County, Texas",Terry County, Texas,68000,5760
"Throckmorton County, Texas",Throckmorton County, Texas,68600,11253
"Titus County, Texas",Titus County, Texas,96300,6463
"Tom Green County, Texas",Tom Green County, Texas,122600,3749
"Travis County, Texas",Travis County, Texas,275800,3013
"Trinity County, Texas",Trinity County, Texas,75300,6498
"Tyler County, Texas",Tyler County, Texas,81500,4663
"Upshur County, Texas",Upshur County, Texas,111600,7789
"Upton County, Texas",Upton County, Texas,62900,5939
"Uvalde County, Texas",Uvalde County, Texas,77800,7669
"Val Verde County, Texas",Val Verde County, Texas,94500,6235
"Van Zandt County, Texas",Van Zandt County, Texas,112600,5699
"Victoria County, Texas",Victoria County, Texas,129100,5823
"Walker County, Texas",Walker County, Texas,132200,10025
"Waller County, Texas",Waller County, Texas,157600,11025
"Ward County, Texas",Ward County, Texas,85600,4251
"Washington County, Texas",Washington County, Texas,163400,10733
"Webb County, Texas",Webb County, Texas,115500,2204
"Wharton County, Texas",Wharton County, Texas,115700,5886
"Wheeler County, Texas",Wheeler County, Texas,86500,8426
"Wichita County, Texas",Wichita County, Texas,93200,2326
"Wilbarger County, Texas",Wilbarger County, Texas,69900,7371
"Willacy County, Texas",Willacy County, Texas,49100,5883
"Williamson County, Texas",Williamson County, Texas,227100,1780
"Wilson County, Texas",Wilson County, Texas,170600,6635
"Winkler County, Texas",Winkler County, Texas,58200,7313
"Wise County, Texas",Wise County, Texas,141700,6894
"Wood County, Texas",Wood County, Texas,117000,6519
"Yoakum County, Texas",Yoakum County, Texas,81900,11903
"Young County, Texas",Young County, Texas,87500,4648
"Zapata County, Texas",Zapata County, Texas,60700,6829
"Zavala County, Texas",Zavala County, Texas,39900,7735
"Beaver County, Utah",Beaver County, Utah,147300,13700
"Box Elder County, Utah",Box Elder County, Utah,179600,4974
"Cache County, Utah",Cache County, Utah,202400,4093
"Carbon County, Utah",Carbon County, Utah,129900,7614
"Daggett County, Utah",Daggett County, Utah,202900,47129
"Davis County, Utah",Davis County, Utah,246500,2306
"Duchesne County, Utah",Duchesne County, Utah,178100,5115
"Emery County, Utah",Emery County, Utah,136200,7521
"Garfield County, Utah",Garfield County, Utah,166300,13414
"Grand County, Utah",Grand County, Utah,230900,12331
"Iron County, Utah",Iron County, Utah,183100,7465
"Juab County, Utah",Juab County, Utah,175800,21275
"Kane County, Utah",Kane County, Utah,190200,31482
"Millard County, Utah",Millard County, Utah,150300,7949
"Morgan County, Utah",Morgan County, Utah,311000,29015
"Piute County, Utah",Piute County, Utah,143800,18245
"Rich County, Utah",Rich County, Utah,160400,27808
"Salt Lake County, Utah",Salt Lake County, Utah,260700,1825
"San Juan County, Utah",San Juan County, Utah,136600,10687
"Sanpete County, Utah",Sanpete County, Utah,169400,4756
"Sevier County, Utah",Sevier County, Utah,152800,5280
"Summit County, Utah",Summit County, Utah,558300,22597
"Tooele County, Utah",Tooele County, Utah,196300,4693
"Uintah County, Utah",Uintah County, Utah,194800,7735
"Utah County, Utah",Utah County, Utah,256900,2005
"Wasatch County, Utah",Wasatch County, Utah,357300,12202
"Washington County, Utah",Washington County, Utah,240300,5066
"Wayne County, Utah",Wayne County, Utah,175800,18295
"Weber County, Utah",Weber County, Utah,183100,3047
"Addison County, Vermont",Addison County, Vermont,237000,4122
"Bennington County, Vermont",Bennington County, Vermont,208600,8392
"Caledonia County, Vermont",Caledonia County, Vermont,164500,4720
"Chittenden County, Vermont",Chittenden County, Vermont,280000,3628
"Essex County, Vermont",Essex County, Vermont,128900,8856
"Franklin County, Vermont",Franklin County, Vermont,209100,4498
"Grand Isle County, Vermont",Grand Isle County, Vermont,274700,14647
"Lamoille County, Vermont",Lamoille County, Vermont,225200,7136
"Orange County, Vermont",Orange County, Vermont,188300,5351
"Orleans County, Vermont",Orleans County, Vermont,161100,4139
"Rutland County, Vermont",Rutland County, Vermont,177600,3947
"Washington County, Vermont",Washington County, Vermont,217200,5291
"Windham County, Vermont",Windham County, Vermont,212000,5579
"Windsor County, Vermont",Windsor County, Vermont,216300,6216
"Accomack County, Virginia",Accomack County, Virginia,157200,7869
"Albemarle County, Virginia",Albemarle County, Virginia,329600,8235
"Alleghany County, Virginia",Alleghany County, Virginia,113600,5306
"Amelia County, Virginia",Amelia County, Virginia,185100,18463
"Amherst County, Virginia",Amherst County, Virginia,151500,5604
"Appomattox County, Virginia",Appomattox County, Virginia,151700,10149
"Arlington County, Virginia",Arlington County, Virginia,643300,10582
"Augusta County, Virginia",Augusta County, Virginia,206300,5382
"Bath County, Virginia",Bath County, Virginia,151100,19359
"Bedford County, Virginia",Bedford County, Virginia,198100,3999
"Bland County, Virginia",Bland County, Virginia,109300,13722
"Botetourt County, Virginia",Botetourt County, Virginia,220000,10246
"Brunswick County, Virginia",Brunswick County, Virginia,110900,8076
"Buchanan County, Virginia",Buchanan County, Virginia,71900,4725
"Buckingham County, Virginia",Buckingham County, Virginia,132500,10402
"Campbell County, Virginia",Campbell County, Virginia,154300,4989
"Caroline County, Virginia",Caroline County, Virginia,193200,7038
"Carroll County, Virginia",Carroll County, Virginia,107300,7077
"Charles City County, Virginia",Charles City County, Virginia,163000,5660
"Charlotte County, Virginia",Charlotte County, Virginia,107500,9169
"Chesterfield County, Virginia",Chesterfield County, Virginia,224200,1841
"Clarke County, Virginia",Clarke County, Virginia,333100,19226
"Craig County, Virginia",Craig County, Virginia,164800,20565
"Culpeper County, Virginia",Culpeper County, Virginia,266400,10596
"Cumberland County, Virginia",Cumberland County, Virginia,146600,13195
"Dickenson County, Virginia",Dickenson County, Virginia,77500,5321
"Dinwiddie County, Virginia",Dinwiddie County, Virginia,160100,6730
"Essex County, Virginia",Essex County, Virginia,177200,18151
"Fairfax County, Virginia",Fairfax County, Virginia,534800,3509
"Fauquier County, Virginia",Fauquier County, Virginia,370000,6314
"Floyd County, Virginia",Floyd County, Virginia,153800,13054
"Fluvanna County, Virginia",Fluvanna County, Virginia,228100,9502
"Franklin County, Virginia",Franklin County, Virginia,176900,8679
"Frederick County, Virginia",Frederick County, Virginia,239100,7598
"Giles County, Virginia",Giles County, Virginia,114500,5706
"Gloucester County, Virginia",Gloucester County, Virginia,224100,6568
"Goochland County, Virginia",Goochland County, Virginia,327700,25934
"Grayson County, Virginia",Grayson County, Virginia,95700,5769
"Greene County, Virginia",Greene County, Virginia,242500,12026
"Greensville County, Virginia",Greensville County, Virginia,89400,9034
"Halifax County, Virginia",Halifax County, Virginia,110800,7149
"Hanover County, Virginia",Hanover County, Virginia,267600,4183
