Geography,County,State,Latitude,Longitude
"Custer County, South Dakota",Custer County,South Dakota,43.6784067,-103.4511768
"Davison County, South Dakota",Davison County,South Dakota,43.7242124,-98.2212979
"Day County, South Dakota",Day County,South Dakota,45.4167482,-97.70237159999999
"Deuel County, South Dakota",Deuel County,South Dakota,44.7311414,-96.663812
"Dewey County, South Dakota",Dewey County,South Dakota,45.2486497,-100.7110465
"Douglas County, South Dakota",Douglas County,South Dakota,43.4059132,-98.3964938
"Edmunds County, South Dakota",Edmunds County,South Dakota,45.458626,-99.181873
"Fall River County, South Dakota",Fall River County,South Dakota,43.2240279,-103.4511768
"Faulk County, South Dakota",Faulk County,South Dakota,45.0827008,-99.1531325
"Grant County, South Dakota",Grant County,South Dakota,45.1752383,-96.75070350000001
"Gregory County, South Dakota",Gregory County,South Dakota,43.1983133,-99.1013498
"Haakon County, South Dakota",Haakon County,South Dakota,44.2671365,-101.5248055
"Hamlin County, South Dakota",Hamlin County,South Dakota,44.6998712,-97.179026
"Hand County, South Dakota",Hand County,South Dakota,44.494661,-99.0128926
"Hanson County, South Dakota",Hanson County,South Dakota,43.6082107,-97.69822719999999
"Harding County, South Dakota",Harding County,South Dakota,45.5482666,-103.5995692
"Hughes County, South Dakota",Hughes County,South Dakota,44.3535022,-99.8124935
"Hutchinson County, South Dakota",Hutchinson County,South Dakota,43.3017202,-97.69822719999999
"Hyde County, South Dakota",Hyde County,South Dakota,44.5334083,-99.456155
"Jackson County, South Dakota",Jackson County,South Dakota,43.6648065,-101.5248055
"Jerauld County, South Dakota",Jerauld County,South Dakota,44.0364698,-98.61606739999999
"Jones County, South Dakota",Jones County,South Dakota,43.9715804,-100.7097867
"Kingsbury County, South Dakota",Kingsbury County,South Dakota,44.37773110000001,-97.5247243
"Lake County, South Dakota",Lake County,South Dakota,43.9466791,-97.179026
"Lawrence County, South Dakota",Lawrence County,South Dakota,44.31065299999999,-103.7979877
"Lincoln County, South Dakota",Lincoln County,South Dakota,43.2026862,-96.83509989999999
"Lyman County, South Dakota",Lyman County,South Dakota,43.9016694,-99.8124935
"McCook County, South Dakota",McCook County,South Dakota,43.6310744,-97.35165579999999
"McPherson County, South Dakota",McPherson County,South Dakota,45.7555982,-99.27841289999999
"Marshall County, South Dakota",Marshall County,South Dakota,45.7271214,-97.60462350000002
"Meade County, South Dakota",Meade County,South Dakota,44.4415188,-102.6855069
"Mellette County, South Dakota",Mellette County,South Dakota,43.5169738,-100.7097867
"Miner County, South Dakota",Miner County,South Dakota,44.0643951,-97.69822719999999
"Minnehaha County, South Dakota",Minnehaha County,South Dakota,43.6631787,-96.83509989999999
"Moody County, South Dakota",Moody County,South Dakota,43.9779303,-96.663812
"Oglala Lakota County, South Dakota",Oglala Lakota County,South Dakota,43.2437442,-102.6216211
"Pennington County, South Dakota",Pennington County,South Dakota,43.8901111,-102.2547919
"Perkins County, South Dakota",Perkins County,South Dakota,45.3888403,-102.3224309
"Potter County, South Dakota",Potter County,South Dakota,45.0875052,-99.9904285
"Roberts County, South Dakota",Roberts County,South Dakota,45.611639,-97.0335771
"Sanborn County, South Dakota",Sanborn County,South Dakota,44.0403291,-98.04651849999999
"Spink County, South Dakota",Spink County,South Dakota,44.844023,-98.3516918
"Stanley County, South Dakota",Stanley County,South Dakota,44.3386264,-100.8000051
"Sully County, South Dakota",Sully County,South Dakota,44.7797647,-100.0681792
"Todd County, South Dakota",Todd County,South Dakota,43.2115664,-100.7097867
"Tripp County, South Dakota",Tripp County,South Dakota,43.2236446,-99.72326729999999
"Turner County, South Dakota",Turner County,South Dakota,43.3355563,-97.179026
"Union County, South Dakota",Union County,South Dakota,42.8621348,-96.7065914
"Walworth County, South Dakota",Walworth County,South Dakota,45.381146,-100.0944336
"Yankton County, South Dakota",Yankton County,South Dakota,43.016179,-97.35165579999999
"Ziebach County, South Dakota",Ziebach County,South Dakota,44.8481045,-101.702202
"Anderson County, Tennessee",Anderson County,Tennessee,36.0809574,-84.2278796
"Bedford County, Tennessee",Bedford County,Tennessee,35.4702472,-86.4592091
"Benton County, Tennessee",Benton County,Tennessee,36.1170244,-88.050979
"Bledsoe County, Tennessee",Bledsoe County,Tennessee,35.6028856,-85.2308414
"Blount County, Tennessee",Blount County,Tennessee,35.6710541,-83.8473015
"Bradley County, Tennessee",Bradley County,Tennessee,35.1937778,-84.8567932
"Campbell County, Tennessee",Campbell County,Tennessee,36.3817326,-84.1857115
"Cannon County, Tennessee",Cannon County,Tennessee,35.8070317,-86.05296039999999
"Carroll County, Tennessee",Carroll County,Tennessee,35.9917193,-88.4016041
"Carter County, Tennessee",Carter County,Tennessee,36.2638604,-82.12783999999999
"Cheatham County, Tennessee",Cheatham County,Tennessee,36.184749,-87.10237459999999
"Chester County, Tennessee",Chester County,Tennessee,35.4270939,-88.6723578
"Claiborne County, Tennessee",Claiborne County,Tennessee,36.4830423,-83.63484299999999
"Clay County, Tennessee",Clay County,Tennessee,36.5701766,-85.56121
"Cocke County, Tennessee",Cocke County,Tennessee,35.9359517,-83.12200740000002
"Coffee County, Tennessee",Coffee County,Tennessee,35.4576849,-86.05296039999999
"Crockett County, Tennessee",Crockett County,Tennessee,35.7812386,-89.1324866
"Cumberland County, Tennessee",Cumberland County,Tennessee,35.8994729,-85.02334599999999
"Davidson County, Tennessee",Davidson County,Tennessee,36.1342563,-86.8220341
"Decatur County, Tennessee",Decatur County,Tennessee,35.595087,-88.1291387
"DeKalb County, Tennessee",DeKalb County,Tennessee,35.9728357,-85.80766
"Dickson County, Tennessee",Dickson County,Tennessee,36.1459799,-87.30161319999999
"Dyer County, Tennessee",Dyer County,Tennessee,36.0445248,-89.436391
"Fayette County, Tennessee",Fayette County,Tennessee,35.1257427,-89.4742177
"Fentress County, Tennessee",Fentress County,Tennessee,36.37106,-84.8984775
"Franklin County, Tennessee",Franklin County,Tennessee,35.1946865,-86.05296039999999
"Gibson County, Tennessee",Gibson County,Tennessee,35.9969735,-88.86469799999999
"Giles County, Tennessee",Giles County,Tennessee,35.0894745,-86.9824288
"Grainger County, Tennessee",Grainger County,Tennessee,36.3059333,-83.54965659999999
"Greene County, Tennessee",Greene County,Tennessee,36.1347943,-82.82097399999999
"Grundy County, Tennessee",Grundy County,Tennessee,35.4013452,-85.684578
"Hamblen County, Tennessee",Hamblen County,Tennessee,36.2054334,-83.2934086
"Hamilton County, Tennessee",Hamilton County,Tennessee,35.1618966,-85.14793639999999
"Hancock County, Tennessee",Hancock County,Tennessee,36.5456022,-83.2077645
"Hardeman County, Tennessee",Hardeman County,Tennessee,35.1229172,-89.0179332
"Hardin County, Tennessee",Hardin County,Tennessee,35.1142443,-88.24611829999999
"Hawkins County, Tennessee",Hawkins County,Tennessee,36.4445545,-82.95015579999999
"Haywood County, Tennessee",Haywood County,Tennessee,35.593858,-89.2621216
"Henderson County, Tennessee",Henderson County,Tennessee,35.6427245,-88.4016041
"Henry County, Tennessee",Henry County,Tennessee,36.3369938,-88.24611829999999
"Hickman County, Tennessee",Hickman County,Tennessee,35.80127969999999,-87.460397
"Houston County, Tennessee",Houston County,Tennessee,36.283619,-87.658113
"Humphreys County, Tennessee",Humphreys County,Tennessee,36.0245773,-87.7369607
"Jackson County, Tennessee",Jackson County,Tennessee,36.4004931,-85.64348700000001
"Jefferson County, Tennessee",Jefferson County,Tennessee,36.0417825,-83.46435509999999
"Johnson County, Tennessee",Johnson County,Tennessee,36.4585672,-81.8224362
"Knox County, Tennessee",Knox County,Tennessee,35.9874629,-83.9419784
"Lake County, Tennessee",Lake County,Tennessee,36.3270676,-89.49311759999999
"Lauderdale County, Tennessee",Lauderdale County,Tennessee,35.7838834,-89.6628111
"Lawrence County, Tennessee",Lawrence County,Tennessee,35.2761735,-87.460397
"Lewis County, Tennessee",Lewis County,Tennessee,35.4962054,-87.5000082
"Lincoln County, Tennessee",Lincoln County,Tennessee,35.1239397,-86.6207943
"Loudon County, Tennessee",Loudon County,Tennessee,35.7374411,-84.3121264
"McMinn County, Tennessee",McMinn County,Tennessee,35.4037048,-84.6479124
"McNairy County, Tennessee",McNairy County,Tennessee,35.1183208,-88.55653099999999
"Macon County, Tennessee",Macon County,Tennessee,36.4983882,-85.971322
"Madison County, Tennessee",Madison County,Tennessee,35.6479574,-88.86469799999999
"Marion County, Tennessee",Marion County,Tennessee,35.0928512,-85.64348700000001
"Marshall County, Tennessee",Marshall County,Tennessee,35.4792517,-86.7818523
"Maury County, Tennessee",Maury County,Tennessee,35.6195242,-87.14228949999999
"Meigs County, Tennessee",Meigs County,Tennessee,35.519359,-84.79420909999999
"Monroe County, Tennessee",Monroe County,Tennessee,35.471793,-84.2278796
"Montgomery County, Tennessee",Montgomery County,Tennessee,36.4960406,-87.460397
"Moore County, Tennessee",Moore County,Tennessee,35.2700506,-86.357952
"Morgan County, Tennessee",Morgan County,Tennessee,36.1004285,-84.6479124
"Obion County, Tennessee",Obion County,Tennessee,36.3469439,-89.1705998
"Overton County, Tennessee",Overton County,Tennessee,36.3880346,-85.31362179999999
"Perry County, Tennessee",Perry County,Tennessee,35.6786596,-87.89424509999999
"Pickett County, Tennessee",Pickett County,Tennessee,36.5541091,-85.14793639999999
"Polk County, Tennessee",Polk County,Tennessee,35.1371578,-84.56414699999999
"Putnam County, Tennessee",Putnam County,Tennessee,36.134602,-85.47880649999999
"Rhea County, Tennessee",Rhea County,Tennessee,35.5927914,-84.981754
"Roane County, Tennessee",Roane County,Tennessee,35.836117,-84.56414699999999
"Robertson County, Tennessee",Robertson County,Tennessee,36.5250666,-86.86218269999999
"Rutherford County, Tennessee",Rutherford County,Tennessee,35.7724263,-86.3376761
"Scott County, Tennessee",Scott County,Tennessee,36.3976209,-84.5222189
"Sequatchie County, Tennessee",Sequatchie County,Tennessee,35.3469428,-85.39627689999999
"Sevier County, Tennessee",Sevier County,Tennessee,35.8271682,-83.5070203
"Shelby County, Tennessee",Shelby County,Tennessee,35.1268552,-89.9253233
"Smith County, Tennessee",Smith County,Tennessee,36.2388468,-85.971322
"Stewart County, Tennessee",Stewart County,Tennessee,36.5023236,-87.77633329999999
"Sullivan County, Tennessee",Sullivan County,Tennessee,36.4933147,-82.34518899999999
"Sumner County, Tennessee",Sumner County,Tennessee,36.4718084,-86.49965460000001
"Tipton County, Tennessee",Tipton County,Tennessee,35.5217179,-89.7379958
"Trousdale County, Tennessee",Trousdale County,Tennessee,36.396385,-86.15482689999999
"Unicoi County, Tennessee",Unicoi County,Tennessee,36.073032,-82.5185837
"Union County, Tennessee",Union County,Tennessee,36.3194272,-83.804868
"Van Buren County, Tennessee",Van Buren County,Tennessee,35.6996916,-85.47880649999999
"Warren County, Tennessee",Warren County,Tennessee,35.7115652,-85.80766
"Washington County, Tennessee",Washington County,Tennessee,36.3321016,-82.5185837
"Wayne County, Tennessee",Wayne County,Tennessee,35.282369,-87.77633329999999
"Weakley County, Tennessee",Weakley County,Tennessee,36.3428865,-88.7108964
"White County, Tennessee",White County,Tennessee,35.9189882,-85.52002399999999
"Williamson County, Tennessee",Williamson County,Tennessee,35.9179271,-86.86218269999999
"Wilson County, Tennessee",Wilson County,Tennessee,36.1626241,-86.2970998
"Anderson County, Texas",Anderson County,Texas,31.776932,-95.6457951
"Andrews County, Texas",Andrews County,Texas,32.342627,-102.7135121
"Angelina County, Texas",Angelina County,Texas,31.2704698,-94.645035
"Aransas County, Texas",Aransas County,Texas,28.0761262,-96.9638624
"Archer County, Texas",Archer County,Texas,33.5761511,-98.7481167
"Armstrong County, Texas",Armstrong County,Texas,34.937162,-101.4339148
"Atascosa County, Texas",Atascosa County,Texas,28.8661281,-98.5721016
"Austin County, Texas",Austin County,Texas,29.8711291,-96.2800864
"Bailey County, Texas",Bailey County,Texas,34.0913057,-102.8975098
"Bandera County, Texas",Bandera County,Texas,29.7404135,-99.2785583
"Bastrop County, Texas",Bastrop County,Texas,30.0458708,-97.35165579999999
"Baylor County, Texas",Baylor County,Texas,33.5373926,-99.2785583
"Bee County, Texas",Bee County,Texas,28.3624206,-97.69822719999999
"Bell County, Texas",Bell County,Texas,31.134411,-97.5247243
"Bexar County, Texas",Bexar County,Texas,29.4200763,-98.5721016
"Blanco County, Texas",Blanco County,Texas,30.3500511,-98.3964938
"Borden County, Texas",Borden County,Texas,32.82331080000001,-101.4339148
"Bosque County, Texas",Bosque County,Texas,31.8507607,-97.69822719999999
"Bowie County, Texas",Bowie County,Texas,33.4473287,-94.479976
"Brazoria County, Texas",Brazoria County,Texas,29.2131857,-95.4777811
"Brazos County, Texas",Brazos County,Texas,30.6504141,-96.3226072
"Brewster County, Texas",Brewster County,Texas,29.6629938,-103.3587288
"Briscoe County, Texas",Briscoe County,Texas,34.526178,-101.1617356
"Brooks County, Texas",Brooks County,Texas,27.0273057,-98.2212979
"Brown County, Texas",Brown County,Texas,31.7705105,-98.92453429999999
"Burleson County, Texas",Burleson County,Texas,30.4500257,-96.663812
"Burnet County, Texas",Burnet County,Texas,30.7270349,-98.2212979
"Caldwell County, Texas",Caldwell County,Texas,29.8849106,-97.6699144
"Calhoun County, Texas",Calhoun County,Texas,28.4169365,-96.663812
"Callahan County, Texas",Callahan County,Texas,32.2728116,-99.456155
"Cameron County, Texas",Cameron County,Texas,26.1284971,-97.5247243
"Camp County, Texas",Camp County,Texas,32.9567043,-94.99744609999999
"Carson County, Texas",Carson County,Texas,35.4578717,-101.4339148
"Cass County, Texas",Cass County,Texas,33.09443420000001,-94.315422
"Castro County, Texas",Castro County,Texas,34.4985047,-102.3463875
"Chambers County, Texas",Chambers County,Texas,29.7524956,-94.6863782
"Cherokee County, Texas",Cherokee County,Texas,31.7981828,-95.1432068
"Childress County, Texas",Childress County,Texas,34.5257527,-100.1703257
"Clay County, Texas",Clay County,Texas,33.7900416,-98.2212979
"Cochran County, Texas",Cochran County,Texas,33.5643803,-102.8975098
"Coke County, Texas",Coke County,Texas,31.82776629999999,-100.5296115
"Coleman County, Texas",Coleman County,Texas,31.7320219,-99.456155
"Collin County, Texas",Collin County,Texas,33.1795213,-96.49297969999999
"Collingsworth County, Texas",Collingsworth County,Texas,35.0351623,-100.3497895
"Colorado County, Texas",Colorado County,Texas,29.5378648,-96.49297969999999
"Comal County, Texas",Comal County,Texas,29.8105572,-98.2212979
"Comanche County, Texas",Comanche County,Texas,31.9755461,-98.5721016
"Concho County, Texas",Concho County,Texas,31.3431641,-99.8124935
"Cooke County, Texas",Cooke County,Texas,33.6672185,-97.35165579999999
"Coryell County, Texas",Coryell County,Texas,31.4774358,-97.87216
"Cottle County, Texas",Cottle County,Texas,34.159117,-100.3497895
"Crane County, Texas",Crane County,Texas,31.4654966,-102.5298028
"Crockett County, Texas",Crockett County,Texas,30.5977955,-101.1617356
"Crosby County, Texas",Crosby County,Texas,33.5500004,-101.2523792
"Culberson County, Texas",Culberson County,Texas,31.347767,-104.4723301
"Dallam County, Texas",Dallam County,Texas,36.20745,-102.5298028
"Dallas County, Texas",Dallas County,Texas,32.8024682,-96.83509989999999
"Dawson County, Texas",Dawson County,Texas,32.7717423,-101.9804613
"Deaf Smith County, Texas",Deaf Smith County,Texas,35.0017354,-102.5298028
"Delta County, Texas",Delta County,Texas,33.3493128,-95.77212039999999
"Denton County, Texas",Denton County,Texas,33.1418611,-97.179026
"DeWitt County, Texas",DeWitt County,Texas,29.1235194,-97.35165579999999
"Dickens County, Texas",Dickens County,Texas,33.5985109,-100.7097867
"Dimmit County, Texas",Dimmit County,Texas,28.4116514,-99.8124935
"Donley County, Texas",Donley County,Texas,34.9875355,-100.8903099
"Duval County, Texas",Duval County,Texas,27.7525271,-98.5721016
"Eastland County, Texas",Eastland County,Texas,32.3240465,-98.7481167
"Ector County, Texas",Ector County,Texas,31.8246483,-102.5298028
"Edwards County, Texas",Edwards County,Texas,29.9282955,-100.439656
"Ellis County, Texas",Ellis County,Texas,32.2619765,-96.83509989999999
"El Paso County, Texas",El Paso County,Texas,31.8039824,-106.2051484
"Erath County, Texas",Erath County,Texas,32.17934040000001,-98.2212979
"Falls County, Texas",Falls County,Texas,31.1636412,-97.0068393
"Fannin County, Texas",Fannin County,Texas,33.5544296,-96.15269850000001
"Fayette County, Texas",Fayette County,Texas,29.8896442,-96.83509989999999
"Fisher County, Texas",Fisher County,Texas,32.7398733,-100.3497895
"Floyd County, Texas",Floyd County,Texas,34.0791533,-101.2523792
"Foard County, Texas",Foard County,Texas,33.9865825,-99.7678687
"Fort Bend County, Texas",Fort Bend County,Texas,29.5692614,-95.81428849999999
"Franklin County, Texas",Franklin County,Texas,33.1959954,-95.18492189999999
"Freestone County, Texas",Freestone County,Texas,31.7534889,-96.15269850000001
"Frio County, Texas",Frio County,Texas,28.831355,-99.1013498
"Gaines County, Texas",Gaines County,Texas,32.6987519,-102.7135121
"Galveston County, Texas",Galveston County,Texas,29.37634989999999,-94.8520636
"Garza County, Texas",Garza County,Texas,33.1955897,-101.2523792
"Gillespie County, Texas",Gillespie County,Texas,30.31499299999999,-98.92453429999999
"Glasscock County, Texas",Glasscock County,Texas,31.912308,-101.6157773
"Goliad County, Texas",Goliad County,Texas,28.5673709,-97.35165579999999
"Gonzales County, Texas",Gonzales County,Texas,29.4834878,-97.5247243
"Gray County, Texas",Gray County,Texas,35.3352558,-100.8903099
"Grayson County, Texas",Grayson County,Texas,33.7062406,-96.663812
"Gregg County, Texas",Gregg County,Texas,32.4892547,-94.8520636
"Grimes County, Texas",Grimes County,Texas,30.4829853,-95.9832577
"Guadalupe County, Texas",Guadalupe County,Texas,29.6477307,-97.87216
"Hale County, Texas",Hale County,Texas,34.1064941,-101.8891721
"Hall County, Texas",Hall County,Texas,34.4793521,-100.7097867
"Hamilton County, Texas",Hamilton County,Texas,31.6368668,-98.2212979
"Hansford County, Texas",Hansford County,Texas,36.31837489999999,-101.4339148
"Hardeman County, Texas",Hardeman County,Texas,34.2177242,-99.634135
"Hardin County, Texas",Hardin County,Texas,30.364764,-94.315422
"Harris County, Texas",Harris County,Texas,29.7751825,-95.3102505
"Harrison County, Texas",Harrison County,Texas,32.5539228,-94.315422
"Hartley County, Texas",Hartley County,Texas,35.86479569999999,-102.5298028
"Haskell County, Texas",Haskell County,Texas,33.1403423,-99.8124935
"Hays County, Texas",Hays County,Texas,30.0537607,-98.0028892
"Hemphill County, Texas",Hemphill County,Texas,35.9022267,-100.3497895
"Henderson County, Texas",Henderson County,Texas,32.1321367,-95.81428849999999
"Hidalgo County, Texas",Hidalgo County,Texas,26.4656319,-98.2212979
"Hill County, Texas",Hill County,Texas,32.0621768,-97.179026
"Hockley County, Texas",Hockley County,Texas,33.6212592,-102.3463875
"Hood County, Texas",Hood County,Texas,32.4296296,-97.8286368
"Hopkins County, Texas",Hopkins County,Texas,33.2282942,-95.4777811
"Houston County, Texas",Houston County,Texas,31.2377559,-95.4777811
"Howard County, Texas",Howard County,Texas,32.2875944,-101.4339148
"Hudspeth County, Texas",Hudspeth County,Texas,31.5707433,-105.5943388
"Hunt County, Texas",Hunt County,Texas,33.1967938,-96.15269850000001
"Hutchinson County, Texas",Hutchinson County,Texas,35.8031909,-101.4339148
"Irion County, Texas",Irion County,Texas,31.2557696,-100.8903099
"Jack County, Texas",Jack County,Texas,33.2560382,-98.2212979
"Jackson County, Texas",Jackson County,Texas,28.9340886,-96.5356449
"Jasper County, Texas",Jasper County,Texas,30.9263644,-93.9878427
"Jeff Davis County, Texas",Jeff Davis County,Texas,30.750805,-104.1930918
"Jefferson County, Texas",Jefferson County,Texas,29.8165398,-94.15137639999999
"Jim Hogg County, Texas",Jim Hogg County,Texas,26.995506,-98.7481167
"Jim Wells County, Texas",Jim Wells County,Texas,27.7841718,-98.04651849999999
"Johnson County, Texas",Johnson County,Texas,32.4133566,-97.35165579999999
"Jones County, Texas",Jones County,Texas,32.7833435,-99.8124935
"Karnes County, Texas",Karnes County,Texas,28.9089085,-97.87216
"Kaufman County, Texas",Kaufman County,Texas,32.5889211,-96.3089299
"Kendall County, Texas",Kendall County,Texas,29.9603413,-98.7481167
"Kenedy County, Texas",Kenedy County,Texas,26.8697147,-97.69822719999999
"Kent County, Texas",Kent County,Texas,33.2438434,-100.7097867
"Kerr County, Texas",Kerr County,Texas,30.0945305,-99.456155
"Kimble County, Texas",Kimble County,Texas,30.4338473,-99.8124935
"King County, Texas",King County,Texas,33.644342,-100.1703257
"Kinney County, Texas",Kinney County,Texas,29.2934865,-100.3497895
"Kleberg County, Texas",Kleberg County,Texas,27.4308339,-97.69822719999999
"Knox County, Texas",Knox County,Texas,33.6734243,-99.8124935
"Lamar County, Texas",Lamar County,Texas,33.75694,-95.6457951
"Lamb County, Texas",Lamb County,Texas,34.1486153,-102.3463875
"Lampasas County, Texas",Lampasas County,Texas,31.2737682,-98.2212979
"La Salle County, Texas",La Salle County,Texas,28.2758921,-99.1013498
"Lavaca County, Texas",Lavaca County,Texas,29.33590539999999,-96.83509989999999
"Lee County, Texas",Lee County,Texas,30.2967161,-96.9638624
"Leon County, Texas",Leon County,Texas,31.2152685,-95.9832577
"Liberty County, Texas",Liberty County,Texas,30.1633593,-94.81059549999999
"Limestone County, Texas",Limestone County,Texas,31.5461078,-96.663812
"Lipscomb County, Texas",Lipscomb County,Texas,36.2464455,-100.3497895
"Live Oak County, Texas",Live Oak County,Texas,28.342294,-98.04651849999999
"Llano County, Texas",Llano County,Texas,30.692528,-98.7481167
"Loving County, Texas",Loving County,Texas,31.8883434,-103.6362715
"Lubbock County, Texas",Lubbock County,Texas,33.6753624,-101.7979613
"Lynn County, Texas",Lynn County,Texas,33.1446401,-101.7979613
"McCulloch County, Texas",McCulloch County,Texas,31.2016122,-99.2785583
"McLennan County, Texas",McLennan County,Texas,31.5182285,-97.179026
"McMullen County, Texas",McMullen County,Texas,28.3102323,-98.5721016
"Madison County, Texas",Madison County,Texas,30.9888479,-95.94097099999999
"Marion County, Texas",Marion County,Texas,32.7780679,-94.35651299999999
"Martin County, Texas",Martin County,Texas,32.2364722,-101.9804613
"Mason County, Texas",Mason County,Texas,30.6556091,-99.2785583
"Matagorda County, Texas",Matagorda County,Texas,28.8204837,-95.9832577
"Maverick County, Texas",Maverick County,Texas,28.7410473,-100.3497895
"Medina County, Texas",Medina County,Texas,29.2987871,-99.0128926
"Menard County, Texas",Menard County,Texas,30.9802428,-99.8124935
"Midland County, Texas",Midland County,Texas,31.8781368,-101.9804613
"Milam County, Texas",Milam County,Texas,30.8092642,-96.9795011
"Mills County, Texas",Mills County,Texas,31.6137467,-98.5721016
"Mitchell County, Texas",Mitchell County,Texas,32.3360516,-100.8903099
"Montague County, Texas",Montague County,Texas,33.6460993,-97.69822719999999
"Montgomery County, Texas",Montgomery County,Texas,30.3213482,-95.4777811
"Moore County, Texas",Moore County,Texas,35.8446761,-101.8891721
"Morris County, Texas",Morris County,Texas,33.122847,-94.7691586
"Motley County, Texas",Motley County,Texas,34.1280332,-100.7097867
"Nacogdoches County, Texas",Nacogdoches County,Texas,31.6353071,-94.645035
"Navarro County, Texas",Navarro County,Texas,32.0991878,-96.49297969999999
"Newton County, Texas",Newton County,Texas,30.9359604,-93.66232389999999
"Nolan County, Texas",Nolan County,Texas,32.3818737,-100.3497895
"Nueces County, Texas",Nueces County,Texas,27.7693351,-97.4814163
"Ochiltree County, Texas",Ochiltree County,Texas,36.2921544,-100.8000051
"Oldham County, Texas",Oldham County,Texas,35.4247226,-102.6216211
"Orange County, Texas",Orange County,Texas,30.1484033,-93.86553029999999
"Palo Pinto County, Texas",Palo Pinto County,Texas,32.7511956,-98.31041839999999
"Panola County, Texas",Panola County,Texas,32.1920035,-94.315422
"Parker County, Texas",Parker County,Texas,32.7415519,-97.87216
"Parmer County, Texas",Parmer County,Texas,34.4604292,-102.7135121
"Pecos County, Texas",Pecos County,Texas,30.8253214,-102.6216211
"Polk County, Texas",Polk County,Texas,30.7150882,-94.81059549999999
"Potter County, Texas",Potter County,Texas,35.404373,-101.9804613
"Presidio County, Texas",Presidio County,Texas,29.9480666,-104.1001326
"Rains County, Texas",Rains County,Texas,32.9009129,-95.77212039999999
"Randall County, Texas",Randall County,Texas,34.9020377,-101.7979613
"Reagan County, Texas",Reagan County,Texas,31.2903569,-101.5248055
"Real County, Texas",Real County,Texas,29.8851459,-99.8124935
"Red River County, Texas",Red River County,Texas,33.6072302,-94.976654
"Reeves County, Texas",Reeves County,Texas,31.4307975,-103.7289167
"Refugio County, Texas",Refugio County,Texas,28.3465339,-97.1359377
"Roberts County, Texas",Roberts County,Texas,35.8540979,-100.8903099
"Robertson County, Texas",Robertson County,Texas,31.0080004,-96.49297969999999
"Rockwall County, Texas",Rockwall County,Texas,32.8721646,-96.365157
"Runnels County, Texas",Runnels County,Texas,31.8714508,-99.99122539999999
"Rusk County, Texas",Rusk County,Texas,32.1741887,-94.81059549999999
"Sabine County, Texas",Sabine County,Texas,31.2974233,-93.8248241
"San Augustine County, Texas",San Augustine County,Texas,31.4699363,-94.15137639999999
"San Jacinto County, Texas",San Jacinto County,Texas,30.5187687,-95.1432068
"San Patricio County, Texas",San Patricio County,Texas,27.9999695,-97.5247243
"San Saba County, Texas",San Saba County,Texas,31.238909,-98.7481167
"Schleicher County, Texas",Schleicher County,Texas,30.9234947,-100.5296115
"Scurry County, Texas",Scurry County,Texas,32.6937844,-100.8903099
"Shackelford County, Texas",Shackelford County,Texas,32.8242297,-99.2785583
"Shelby County, Texas",Shelby County,Texas,31.8343021,-94.15137639999999
"Sherman County, Texas",Sherman County,Texas,36.2643429,-101.9804613
"Smith County, Texas",Smith County,Texas,32.3352505,-95.3102505
"Somervell County, Texas",Somervell County,Texas,32.2547696,-97.7416703
"Starr County, Texas",Starr County,Texas,26.6215167,-98.7481167
"Stephens County, Texas",Stephens County,Texas,32.7399935,-98.8400144
"Sterling County, Texas",Sterling County,Texas,31.78149299999999,-101.0711758
"Stonewall County, Texas",Stonewall County,Texas,33.1114912,-100.1703257
"Sutton County, Texas",Sutton County,Texas,30.5598827,-100.5296115
"Swisher County, Texas",Swisher County,Texas,34.5532757,-101.7979613
"Tarrant County, Texas",Tarrant County,Texas,32.7732044,-97.35165579999999
"Taylor County, Texas",Taylor County,Texas,32.2455088,-99.8124935
"Terrell County, Texas",Terrell County,Texas,30.2348611,-102.1632718
"Terry County, Texas",Terry County,Texas,33.0909654,-102.3463875
"Throckmorton County, Texas",Throckmorton County,Texas,33.1814565,-99.2785583
"Titus County, Texas",Titus County,Texas,33.2493126,-94.976654
"Tom Green County, Texas",Tom Green County,Texas,31.3839017,-100.439656
"Travis County, Texas",Travis County,Texas,30.2097015,-97.69822719999999
"Trinity County, Texas",Trinity County,Texas,31.0687648,-95.1432068
"Tyler County, Texas",Tyler County,Texas,30.7324447,-94.315422
"Upshur County, Texas",Upshur County,Texas,32.7099747,-94.976654
"Upton County, Texas",Upton County,Texas,31.33848429999999,-101.9804613
"Uvalde County, Texas",Uvalde County,Texas,29.3342663,-99.8124935
"Val Verde County, Texas",Val Verde County,Texas,29.8687682,-101.1617356
"Van Zandt County, Texas",Van Zandt County,Texas,32.4936974,-95.81428849999999
"Victoria County, Texas",Victoria County,Texas,28.7712909,-97.0068393
"Walker County, Texas",Walker County,Texas,30.6815394,-95.6457951
"Waller County, Texas",Waller County,Texas,29.9751629,-96.02557379999999
"Ward County, Texas",Ward County,Texas,31.5395559,-103.1279039
"Washington County, Texas",Washington County,Texas,30.2352956,-96.365157
"Webb County, Texas",Webb County,Texas,27.8174487,-99.0128926
"Wharton County, Texas",Wharton County,Texas,29.36909319999999,-96.15269850000001
"Wheeler County, Texas",Wheeler County,Texas,35.3830893,-100.3497895
"Wichita County, Texas",Wichita County,Texas,33.9309651,-98.7481167
"Wilbarger County, Texas",Wilbarger County,Texas,34.0688089,-99.2785583
